2025-03-31T18:35:07.625Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8phg0,GET,200
2025-03-31T18:35:07.628Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.636Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.637Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.638Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.639Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.639Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.641Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.642Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.642Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.640Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.643Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.643Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.645Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.644Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.644Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.645Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.646Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.647Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.647Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.647Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.646Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.648Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esp8pr3y,GET,200
2025-03-31T18:35:07.649Z,xhr,,,,,http://localhost:5000/socket.io/?EIO=4&transport=polling&t=esq8p0ki&sid=vuvbasgt0hd4x4kLAAAB,POST,200
